county,lat,lon,population,water,grid,burden,subrgn,tier
17093,41.661433212772764,-88.38841181038777,135053.0,95.0,89.3,37.2,SRMW,High
17095,40.93596001743822,-90.33016940855683,49294.0,50.0,89.3,53.9,SRMW,High
17097,42.312251445637855,-87.97051544006013,711885.0,75.0,76.0,48.6,RFCW,High
17099,41.35329557127162,-88.89889553538865,109049.0,25.0,89.3,59.5,SRMW,High
17101,38.698057358115875,-87.7228511545154,15137.0,50.0,89.3,51.2,SRMW,High
17103,41.808571774067765,-89.40765274755711,34058.0,75.0,76.0,49.1,RFCW,High
17105,40.90764248541463,-88.58332731177543,35659.0,25.0,89.3,44.0,SRMW,High
17107,40.13511089804091,-89.36503530290634,27870.0,25.0,89.3,40.3,SRMW,High
17109,40.4692199780828,-90.66714883851746,27102.0,5.0,89.3,37.3,SRMW,High
17111,42.27094692046081,-88.35595180469383,311366.0,75.0,76.0,42.6,RFCW,High
17113,40.49315480867209,-88.94848336229919,170882.0,25.0,89.3,39.3,SRMW,High
17115,39.8500926493006,-88.94484559658642,102591.0,25.0,89.3,55.4,SRMW,High
17117,39.2031924639703,-89.87044328126825,44566.0,5.0,89.3,35.4,SRMW,High
17119,38.79999392061551,-90.01298357555468,264631.0,50.0,89.3,51.1,SRMW,High
17121,38.58970492492627,-89.00693630404088,37294.0,50.0,89.3,46.6,SRMW,High
17123,41.04204524923602,-89.32055865096031,11715.0,25.0,89.3,43.9,SRMW,High
17125,40.269133622255005,-89.90093948159652,12878.0,25.0,89.3,32.9,SRMW,High
17127,37.19360235282991,-88.70213864645363,13958.0,5.0,89.3,55.3,SRMW,High
17129,40.029947133963354,-89.78516442849042,12169.0,25.0,89.3,17.8,SRMW,High
17131,41.212991508937826,-90.70890391242077,15619.0,5.0,89.3,29.6,SRMW,High
17133,38.36152670312849,-90.17997100390917,34969.0,5.0,89.3,12.6,SRMW,High
17135,39.200121887061044,-89.49290526777193,28078.0,50.0,89.3,44.3,SRMW,High
17137,39.71924332323042,-90.22459875479599,32621.0,5.0,89.3,33.3,SRMW,High
17139,39.62404363473633,-88.61362213511644,14469.0,50.0,89.3,39.4,SRMW,High
17141,42.0257947355111,-89.25510084237817,51536.0,75.0,76.0,48.5,RFCW,High
17143,40.74532076681162,-89.64751015641573,179831.0,25.0,89.3,52.6,SRMW,High
17145,38.068029476492065,-89.31624667788562,20810.0,50.0,89.3,34.0,SRMW,High
17147,40.01271641357322,-88.57989683042149,16702.0,25.0,89.3,18.3,SRMW,High
17149,39.631450670516244,-90.88218244905984,14625.0,5.0,89.3,30.3,SRMW,High
17151,37.38839760713335,-88.54899291075327,3757.0,5.0,89.3,26.2,SRMW,High
17153,37.22469349609776,-89.12938262163973,5074.0,5.0,89.3,40.2,SRMW,High
17155,41.21907854753571,-89.26628863655357,5600.0,25.0,89.3,36.5,SRMW,High
17157,38.05074112051953,-89.81261590203701,30142.0,50.0,89.3,33.1,SRMW,High
17159,38.72691000614354,-88.08227180827433,15675.0,25.0,89.3,37.4,SRMW,High
17161,41.48912548484494,-90.50033540017905,142995.0,5.0,78.2,63.3,MROW,High
17163,38.54798830663561,-89.98891764775276,254777.0,50.0,89.3,49.0,SRMW,High
17165,37.75562341162184,-88.53303545492368,23387.0,5.0,89.3,41.2,SRMW,High
17167,39.76684813015979,-89.6545260071695,195217.0,25.0,89.3,38.3,SRMW,High
17169,40.14012299277762,-90.57097519283622,6826.0,5.0,89.3,31.4,SRMW,High
17171,39.628287748091616,-90.46671933096759,4847.0,5.0,89.3,14.4,SRMW,High
17173,39.40254716886471,-88.79777555472755,20867.0,50.0,89.3,30.0,SRMW,High
17175,41.10996595454545,-89.79603548903081,5324.0,50.0,89.3,34.8,SRMW,High
17177,42.32459377161119,-89.65291474907589,44042.0,75.0,76.0,47.3,RFCW,High
17179,40.60284840611006,-89.52812530026654,130555.0,25.0,89.3,40.6,SRMW,High
17181,37.46647267349752,-89.23183822250176,16972.0,5.0,89.3,40.3,SRMW,High
17183,40.157237125493644,-87.65572674051025,73179.0,25.0,89.3,57.0,SRMW,High
17185,38.42492916295205,-87.8042556284936,11199.0,5.0,89.3,41.5,SRMW,High
17187,40.891906989949334,-90.63649239144549,16576.0,5.0,89.3,48.4,SRMW,High
17189,38.35822553740681,-89.40877002576377,13682.0,50.0,89.3,30.4,SRMW,High
17191,38.41762585218206,-88.41857992104539,15994.0,25.0,89.3,32.6,SRMW,High
17193,38.08419326605632,-88.18143649851912,13708.0,25.0,89.3,42.4,SRMW,High
17195,41.78483452701117,-89.82542289886396,55192.0,75.0,76.0,51.8,RFCW,High
17197,41.565321875344836,-88.0582878905863,698450.0,75.0,76.0,53.6,RFCW,High
17199,37.76077651758393,-88.97641219409434,66902.0,50.0,89.3,43.5,SRMW,High
17201,42.308412721348155,-89.05987911029372,283289.0,75.0,76.0,73.1,RFCW,High
17203,40.769357627135705,-89.28134013195992,38348.0,25.0,89.3,22.5,SRMW,High
18001,40.74863228914016,-84.93500313375748,35995.0,5.0,76.0,57.1,RFCW,High
18003,41.10191847669415,-85.12297856977682,388791.0,5.0,76.0,61.7,RFCW,High
18005,39.209256248301784,-85.9077252345628,82881.0,50.0,76.0,52.3,RFCW,Elevated
18007,40.62073290605191,-87.29527748488746,8708.0,75.0,76.0,41.3,RFCW,High
18009,40.471059460781206,-85.3428711117848,12007.0,50.0,76.0,53.2,RFCW,Elevated
18011,40.00502753981902,-86.37797337067981,72827.0,50.0,76.0,39.6,RFCW,Elevated
18013,39.228442239915076,-86.22429653855755,15543.0,50.0,76.0,16.2,RFCW,Elevated
18015,40.578839284126595,-86.5914091496796,20443.0,50.0,76.0,45.4,RFCW,Elevated
18017,40.756532116006674,-86.34255524045567,37703.0,50.0,76.0,65.9,RFCW,High
18019,38.3775640448526,-85.73360475032817,122800.0,5.0,76.0,62.8,RFCW,High
18021,39.46725625768605,-87.12322032528847,26431.0,50.0,76.0,47.9,RFCW,Elevated
18023,40.303775413401276,-86.51144074803287,32967.0,25.0,76.0,59.3,RFCW,High
18025,38.314470102868306,-86.42611420409759,10494.0,5.0,76.0,42.2,RFCW,Elevated
18027,38.6946497864422,-87.09915987255248,33442.0,50.0,76.0,48.3,RFCW,Elevated
18029,39.150047279849694,-84.92121036864327,50828.0,5.0,76.0,38.3,RFCW,Elevated
18031,39.3137095854606,-85.4945442589262,26411.0,50.0,76.0,45.9,RFCW,Elevated
18033,41.374775336992926,-85.03196478036665,43584.0,5.0,76.0,57.4,RFCW,High
18035,40.20531816393152,-85.40528578457214,112109.0,50.0,76.0,63.0,RFCW,High
18037,38.36361888051327,-86.92003505075407,43563.0,5.0,76.0,50.3,RFCW,Elevated
18039,41.63710427567048,-85.90308882407092,206868.0,5.0,76.0,78.3,RFCW,High
18041,39.64225262281745,-85.15139858699018,23390.0,50.0,76.0,55.3,RFCW,High
18043,38.3243995225606,-85.85666737638982,80512.0,5.0,76.0,53.3,RFCW,Elevated
18045,40.14770207507556,-87.25465746921311,16546.0,25.0,76.0,48.6,RFCW,Elevated
18047,39.41071188100222,-85.07264565502638,22929.0,50.0,76.0,36.7,RFCW,Elevated
18049,41.057813651276255,-86.22357629111751,20411.0,5.0,76.0,57.4,RFCW,High
18051,38.30240430995575,-87.55132846263567,32986.0,5.0,76.0,49.0,RFCW,Elevated
18053,40.519517495710865,-85.64406510918691,66377.0,50.0,76.0,62.4,RFCW,High
18055,39.05244690969502,-86.99450994906634,30954.0,50.0,76.0,34.0,RFCW,Elevated
18057,40.004787290877324,-86.0587236677845,357176.0,50.0,76.0,31.9,RFCW,Elevated
18059,39.81234354686939,-85.83155192074912,82013.0,50.0,76.0,41.9,RFCW,Elevated
18061,38.22428135802438,-86.11259830577102,39785.0,5.0,76.0,44.7,RFCW,Elevated
18063,39.77252068789994,-86.41332512315883,179379.0,50.0,76.0,41.3,RFCW,Elevated
18065,39.92946672457051,-85.3915696741942,48896.0,50.0,76.0,49.8,RFCW,Elevated
18067,40.472072033415856,-86.13252928182033,83610.0,25.0,76.0,61.5,RFCW,High
18069,40.86524716101152,-85.49628969106021,36757.0,50.0,76.0,51.7,RFCW,Elevated
18071,38.92026524378333,-85.9373477572184,46319.0,50.0,76.0,53.7,RFCW,Elevated
18073,41.0787960727845,-87.13920266211518,33198.0,75.0,76.0,35.9,RFCW,High
18075,40.42567285730487,-85.02793516621469,20281.0,50.0,76.0,51.0,RFCW,Elevated
18077,38.76451516868538,-85.4293791684556,33074.0,5.0,76.0,50.9,RFCW,Elevated
18079,38.99956184546839,-85.64831507529001,27584.0,50.0,76.0,45.0,RFCW,Elevated
18081,39.55379678965991,-86.11778878747006,163983.0,50.0,76.0,46.3,RFCW,Elevated
18083,38.6890338479589,-87.45682269188545,36108.0,25.0,76.0,50.8,RFCW,Elevated
18085,41.26713089793171,-85.8333628863347,80357.0,5.0,76.0,53.8,RFCW,Elevated
18087,41.634593125682336,-85.45582126661247,40596.0,5.0,76.0,55.6,RFCW,High
18089,41.51699949210846,-87.40860217632516,498990.0,75.0,76.0,72.9,RFCW,High
18091,41.62858915096886,-86.78922331943889,112141.0,75.0,76.0,62.7,RFCW,High
18093,38.84912504279344,-86.48848854829515,45077.0,50.0,76.0,27.9,RFCW,Elevated
18095,40.112784392398545,-85.70964373493648,130949.0,50.0,76.0,57.5,RFCW,High
18097,39.78909558573792,-86.1363390385515,971822.0,50.0,76.0,75.7,RFCW,High
18099,41.34708432744618,-86.26958440295078,46225.0,75.0,76.0,57.2,RFCW,High
18101,38.67517407236656,-86.84115939662065,9854.0,50.0,76.0,31.3,RFCW,Elevated
18103,40.73188303127027,-86.07333549673208,35772.0,50.0,76.0,53.4,RFCW,Elevated
18105,39.163136621773404,-86.53874998996724,139822.0,50.0,76.0,42.2,RFCW,Elevated
18107,40.03150531660595,-86.90266800264449,38155.0,25.0,76.0,55.1,RFCW,High
18109,39.51336042663499,-86.40414727009916,72202.0,50.0,76.0,44.2,RFCW,Elevated
18111,40.993852215325774,-87.40122756796306,13859.0,75.0,76.0,53.2,RFCW,High
18113,41.4159406791889,-85.39592624851636,47417.0,5.0,76.0,54.1,RFCW,Elevated
18115,38.94448008167863,-84.9189059862673,5993.0,5.0,76.0,36.4,RFCW,Elevated
18117,38.56088427954523,-86.49634482859314,19746.0,50.0,76.0,27.7,RFCW,Elevated
18119,39.317853836045536,-86.79354750819726,21434.0,50.0,76.0,41.7,RFCW,Elevated
18121,39.76092676049798,-87.23049519647618,16346.0,25.0,76.0,51.6,RFCW,Elevated
18123,38.013261835706096,-86.69530902979497,19218.0,5.0,76.0,48.4,RFCW,Elevated
18125,38.415431997349636,-87.24988925886602,12187.0,5.0,76.0,45.0,RFCW,Elevated
18127,41.51418747245077,-87.1008549847063,174150.0,75.0,76.0,53.4,RFCW,High
18129,38.013242399360166,-87.84327968109525,25163.0,5.0,76.0,41.2,RFCW,Elevated
18131,41.04667309162447,-86.66979827073385,12441.0,5.0,76.0,44.3,RFCW,Elevated
18133,39.64500478503411,-86.83179561899111,37091.0,50.0,76.0,39.6,RFCW,Elevated
18135,40.165006754427836,-84.986656320217,24425.0,50.0,76.0,50.8,RFCW,Elevated
18137,39.152363838765105,-85.22316710422534,29039.0,5.0,76.0,35.7,RFCW,Elevated
18139,39.62218467448907,-85.46652263607626,16734.0,50.0,76.0,50.2,RFCW,Elevated
18141,41.674815498813906,-86.22736233292684,272574.0,5.0,76.0,68.8,RFCW,High
18143,38.69719375057626,-85.75972872431339,24468.0,50.0,76.0,57.7,RFCW,High
18145,39.53196906807157,-85.79110009589614,45104.0,50.0,76.0,60.4,RFCW,High
18147,38.014121914740066,-87.00382276364049,19871.0,5.0,76.0,42.9,RFCW,Elevated
18149,41.279783591163095,-86.652003373,23300.0,75.0,76.0,48.3,RFCW,High
18151,41.64479221039887,-85.01195676270203,34648.0,5.0,76.0,41.5,RFCW,Elevated
18153,39.105109447611476,-87.39011775594722,20766.0,25.0,76.0,51.4,RFCW,Elevated
18155,38.810754571071215,-85.02224915500302,9914.0,5.0,76.0,52.7,RFCW,Elevated
18157,40.418322739757954,-86.88952257556072,187399.0,25.0,76.0,65.3,RFCW,High
18159,40.30451042187357,-86.05415745476549,15329.0,50.0,76.0,44.8,RFCW,Elevated
18161,39.635307926679,-84.91986621169606,7028.0,50.0,76.0,44.8,RFCW,Elevated
18163,37.99923797235866,-87.55032577226307,179908.0,5.0,76.0,67.2,RFCW,High
18165,39.77371203679135,-87.44595230261454,15452.0,25.0,76.0,51.6,RFCW,Elevated
18167,39.45985158732969,-87.38330839485597,106201.0,25.0,76.0,67.5,RFCW,High
18169,40.85769122667873,-85.80167925469078,30901.0,50.0,76.0,49.1,RFCW,Elevated
18171,40.33890203811548,-87.33553693875311,8469.0,25.0,76.0,36.8,RFCW,Elevated
18173,38.014447372312446,-87.35325728777106,64650.0,5.0,76.0,36.7,RFCW,Elevated
18175,38.58797606566194,-86.09314357407249,28167.0,5.0,76.0,38.5,RFCW,Elevated
18177,39.841453195790706,-84.95001169076639,66377.0,50.0,76.0,66.6,RFCW,High
18179,40.759680913244395,-85.18806399747353,28261.0,50.0,76.0,42.7,RFCW,Elevated
18181,40.7539778265126,-86.81026367026183,24709.0,5.0,76.0,47.9,RFCW,Elevated
18183,41.15924809835698,-85.48848738415727,34388.0,50.0,76.0,49.8,RFCW,Elevated
19001,41.329845598300096,-94.48514813899077,7471.0,25.0,78.2,18.7,MROW,Elevated
19003,40.99393838593793,-94.7457336476792,3641.0,25.0,78.2,14.2,MROW,Elevated
19005,43.262224245569165,-91.43006483795409,14038.0,5.0,78.2,26.2,MROW,Elevated
19007,40.73891534924032,-92.86691719875836,12242.0,5.0,78.2,36.3,MROW,Elevated
19009,41.676498216453226,-94.90392455882248,5622.0,50.0,78.2,20.5,MROW,Elevated
19011,42.062774642357375,-92.03652016477935,25698.0,25.0,78.2,15.5,MROW,Elevated
19013,42.49175590493062,-92.37421665544821,130693.0,25.0,78.2,50.4,MROW,Elevated
19015,42.044442221283134,-93.8928281261427,26669.0,25.0,78.2,11.3,MROW,Elevated
19017,42.74209297367625,-92.3944129225177,25118.0,25.0,78.2,14.8,MROW,Elevated
19019,42.483555870113825,-91.8858932946476,20645.0,5.0,78.2,22.0,MROW,Elevated
19021,42.67492479757302,-95.19690485555985,20684.0,25.0,78.2,44.7,MROW,Elevated
19023,42.70910068319698,-92.76336016885533,14301.0,50.0,78.2,22.8,MROW,Elevated
19025,42.409610849066745,-94.64476594064719,9858.0,25.0,78.2,14.1,MROW,Elevated
19027,42.03995570895197,-94.8712277345311,20677.0,25.0,78.2,16.9,MROW,Elevated
19029,41.36370341229888,-94.98258086382005,13115.0,50.0,78.2,25.3,MROW,Elevated
19031,41.758703988158686,-91.12158361832095,18427.0,25.0,78.2,22.5,MROW,Elevated
19033,43.13097730216431,-93.24268242410425,42785.0,50.0,78.2,38.8,MROW,Elevated
19035,42.758527186726496,-95.5840316804695,11587.0,5.0,78.2,23.0,MROW,Elevated
19037,43.045546215377485,-92.31693346462758,11868.0,5.0,78.2,25.1,MROW,Elevated
19039,41.033600951135185,-93.77619271132093,9690.0,5.0,78.2,37.2,MROW,Elevated
19041,43.12429111903198,-95.15562802260732,16446.0,5.0,78.2,19.2,MROW,Elevated
19043,42.85679812013006,-91.34311334208215,17069.0,5.0,78.2,24.8,MROW,Elevated
19045,41.84988585251276,-90.34833835456307,46383.0,5.0,78.2,45.4,MROW,Elevated
19047,42.02678147337467,-95.36323414011909,16289.0,5.0,78.2,41.5,MROW,Elevated
19049,41.63179288503207,-93.90572749216695,104136.0,25.0,78.2,16.3,MROW,Elevated
19051,40.74731472432344,-92.42431788944889,9127.0,5.0,78.2,23.8,MROW,Elevated
19053,40.74371493906637,-93.81184743242926,7669.0,5.0,78.2,15.6,MROW,Elevated
19055,42.48147373054305,-91.3871323419055,17549.0,5.0,78.2,30.6,MROW,Elevated
19057,40.839756594486616,-91.13730445031996,38597.0,5.0,89.3,46.5,SRMW,High
19059,43.3828749309628,-95.1117063153553,17844.0,5.0,78.2,8.0,MROW,Elevated
19061,42.49632585664894,-90.76217711172029,98948.0,5.0,78.2,36.9,MROW,Elevated
19063,43.39197092888578,-94.76709705844782,9316.0,50.0,78.2,32.5,MROW,Elevated
19065,42.81316406979838,-91.8548600337132,19393.0,5.0,78.2,27.1,MROW,Elevated
19067,43.07211621399174,-92.73909308986582,15502.0,25.0,78.2,35.7,MROW,Elevated
19069,42.735778097163475,-93.23731727264709,9977.0,50.0,78.2,36.1,MROW,Elevated
19071,40.75895150066972,-95.62733162762558,6570.0,50.0,78.2,9.9,MROW,Elevated
19073,42.02641949601009,-94.3807681024765,8722.0,25.0,78.2,19.4,MROW,Elevated
19075,42.38844504668879,-92.76163885013763,12352.0,25.0,78.2,7.5,MROW,Elevated
19077,41.66417216243659,-94.43988432894045,10646.0,25.0,78.2,9.4,MROW,Elevated
19079,42.41415396470153,-93.7717511009199,14893.0,50.0,78.2,27.1,MROW,Elevated
19081,43.11887777746781,-93.69264183221685,10718.0,50.0,78.2,23.7,MROW,Elevated
19083,42.42037423230319,-93.21753185479109,16729.0,50.0,78.2,27.0,MROW,Elevated
19085,41.66207053673609,-95.83076632073745,14645.0,5.0,78.2,19.7,MROW,Elevated
19087,40.97375626206249,-91.53430213187659,20228.0,5.0,89.3,36.3,SRMW,High
19089,43.36406830601544,-92.23214182726504,9459.0,5.0,78.2,17.5,MROW,Elevated
19091,42.74236802263658,-94.2206206328215,9573.0,50.0,78.2,32.1,MROW,Elevated
19093,42.37571239121544,-95.55250391360887,6944.0,5.0,78.2,20.5,MROW,Elevated
19095,41.69017969673657,-92.05557368372516,16547.0,50.0,78.2,21.3,MROW,Elevated
19097,42.13846142017088,-90.57035184707397,19429.0,5.0,78.2,32.0,MROW,Elevated
19099,41.679547505921185,-93.07469838995617,37864.0,5.0,78.2,37.6,MROW,Elevated
19101,41.01261109087777,-91.96117428860042,15676.0,5.0,89.3,54.1,SRMW,High
19103,41.68509950416514,-91.56548197835309,154881.0,50.0,78.2,43.0,MROW,Elevated
19105,42.13017701443819,-91.19276362114044,20799.0,5.0,78.2,22.1,MROW,Elevated
19107,41.329578811942994,-92.20439232638499,9964.0,5.0,78.2,21.4,MROW,Elevated
19109,43.1417010510883,-94.22459875554414,14610.0,50.0,78.2,17.9,MROW,Elevated
19111,40.564138360207984,-91.41456045049586,33175.0,5.0,89.3,39.8,SRMW,High
19113,42.01018319344252,-91.64854972417906,229463.0,25.0,78.2,47.9,MROW,Elevated
19115,41.209834550280114,-91.25458802800186,10710.0,5.0,78.2,33.8,MROW,Elevated
19117,41.03146385929764,-93.31227813190559,8685.0,5.0,78.2,20.1,MROW,Elevated
19119,43.3796974642343,-96.2295890613055,12087.0,75.0,78.2,11.1,MROW,High
19121,41.35010396121122,-93.99421943193317,16760.0,5.0,78.2,8.6,MROW,Elevated
19123,41.31250633228397,-92.6454967928147,22045.0,5.0,78.2,34.5,MROW,Elevated
19125,41.36361602291139,-93.05249551926023,33551.0,5.0,78.2,14.0,MROW,Elevated
19127,42.035295229779095,-92.93862720518625,39971.0,50.0,78.2,44.9,MROW,Elevated
19129,41.05593062537251,-95.6788184270274,14563.0,5.0,78.2,10.5,MROW,Elevated
19131,43.32777958302048,-92.81180421541525,10548.0,25.0,78.2,18.9,MROW,Elevated
19133,42.052248726000705,-95.99773328229492,8619.0,5.0,78.2,17.3,MROW,Elevated
19135,41.04078628010867,-92.79526305173604,7546.0,5.0,78.2,12.0,MROW,Elevated
19137,41.003508221581825,-95.1945455293934,10254.0,50.0,78.2,27.1,MROW,Elevated
19139,41.459940562328306,-91.09300244782966,42735.0,5.0,78.2,44.5,MROW,Elevated
19141,43.11537011800325,-95.71626096016448,14103.0,5.0,78.2,27.5,MROW,Elevated
19143,43.40062495510304,-95.67644250335294,6114.0,75.0,78.2,32.4,MROW,High
19145,40.7496799460509,-95.18548380454244,15168.0,5.0,78.2,34.0,MROW,Elevated
19147,43.10381316453605,-94.69133736307572,8902.0,50.0,78.2,16.5,MROW,Elevated
19149,42.761244165189304,-96.20648260582512,25699.0,5.0,78.2,25.2,MROW,Elevated
19151,42.76419172411932,-94.67416075549717,7040.0,5.0,78.2,25.1,MROW,Elevated
19153,41.63283534697924,-93.63893624888057,497441.0,25.0,78.2,48.6,MROW,Elevated
19155,41.28112088369606,-95.78523470292696,93407.0,5.0,78.2,52.1,MROW,Elevated
19157,41.7221266127758,-92.61550847135938,18582.0,50.0,78.2,28.4,MROW,Elevated
19159,40.704301258833624,-94.23209948353345,4664.0,5.0,78.2,5.7,MROW,Elevated
19161,42.37837371682549,-95.06387111797315,9759.0,25.0,78.2,18.8,MROW,Elevated
19163,41.564401023949806,-90.56510408305297,174302.0,5.0,78.2,50.4,MROW,Elevated
19165,41.67243000914349,-95.33219785102492,11757.0,50.0,78.2,12.6,MROW,Elevated
19167,43.069430488191976,-96.15664633173633,35984.0,5.0,78.2,24.5,MROW,Elevated
19169,42.0240375503063,-93.60158630648021,98592.0,5.0,78.2,32.6,MROW,Elevated
19171,42.06354823570251,-92.56666448572606,16982.0,50.0,78.2,30.5,MROW,Elevated
19173,40.748519512455516,-94.64325329800035,5901.0,5.0,78.2,10.0,MROW,Elevated
19175,41.05847863716564,-94.3080238609985,12038.0,5.0,78.2,33.2,MROW,Elevated
19177,40.76623779430625,-91.94409250207298,7236.0,5.0,89.3,25.8,SRMW,High
19179,41.01791191860202,-92.4120873240153,35265.0,5.0,89.3,46.5,SRMW,High
19181,41.40186975370391,-93.59566808593972,53484.0,5.0,78.2,14.7,MROW,Elevated
19183,41.353185210648206,-91.6900414331869,22539.0,5.0,89.3,25.4,SRMW,High
19185,40.74002017355018,-93.28794092083463,6518.0,5.0,78.2,12.1,MROW,Elevated
19187,42.48226222130103,-94.17400939818985,36848.0,5.0,78.2,38.8,MROW,Elevated
19189,43.34290822679376,-93.66586853205295,10648.0,50.0,78.2,22.3,MROW,Elevated
19191,43.280268441658315,-91.82155840565791,19972.0,5.0,78.2,10.0,MROW,Elevated
19193,42.48293943002362,-96.3459767460013,105760.0,5.0,78.2,53.6,MROW,Elevated
19195,43.390860198495936,-93.2169065500813,7380.0,75.0,78.2,23.1,MROW,High
19197,42.73355591885776,-93.78052086679409,12817.0,50.0,78.2,23.1,MROW,Elevated
20001,37.90742986255704,-95.37783929880713,12491.0,5.0,53.1,37.5,SPNO,Moderate
20003,38.26457287170993,-95.24331331029543,7819.0,25.0,53.1,32.2,SPNO,Moderate
20005,39.557741661236186,-95.18933873265681,16211.0,5.0,53.1,36.9,SPNO,Moderate
20007,37.284509516831186,-98.68075476226824,4153.0,75.0,55.3,9.2,SPSO,High
20009,38.404859354702275,-98.76669632091792,25275.0,50.0,53.1,39.0,SPNO,Elevated
20011,37.83884547278921,-94.75380131195774,14384.0,25.0,53.1,23.4,SPNO,Moderate
20013,39.823288521763146,-95.53702185707913,9415.0,5.0,53.1,24.9,SPNO,Moderate
20015,37.71984356495965,-96.97535344392334,67916.0,50.0,53.1,28.0,SPNO,Elevated
20017,38.2994749,-96.5940289,2579.0,5.0,53.1,13.2,SPNO,Moderate
20019,37.1542592,-96.24539619999999,3370.0,25.0,53.1,26.7,SPNO,Moderate
20021,37.117406594447914,-94.75293726308483,19236.0,25.0,53.1,50.3,SPNO,Elevated
20023,39.7899014,-101.72731710000001,2628.0,95.0,53.1,15.6,SPNO,High
20025,37.2338311,-99.8138686,1987.0,95.0,53.1,3.9,SPNO,High
20027,39.36556236774873,-97.13990744041631,8071.0,75.0,53.1,13.3,SPNO,Elevated
20029,39.527214304703,-97.63749087909285,8973.0,75.0,53.1,17.0,SPNO,Elevated
20031,38.218133461331895,-95.75692945973027,8304.0,5.0,53.1,26.8,SPNO,Moderate
20033,37.1814417,-99.2512929,1685.0,75.0,55.3,5.0,SPSO,High
20035,37.17994673099429,-96.98703327059762,34487.0,50.0,53.1,48.8,SPNO,Elevated
20037,37.44768676711495,-94.72853511642072,38963.0,25.0,53.1,32.4,SPNO,Moderate
20039,39.783542,-100.4597084,2746.0,95.0,53.1,3.2,SPNO,High
20041,38.87878710840253,-97.1509354399989,18423.0,95.0,53.1,18.2,SPNO,High
20043,39.78617632632141,-95.09213987927123,7492.0,5.0,53.1,23.2,SPNO,Moderate
20045,38.93968081616268,-95.25619165122085,119547.0,25.0,53.1,39.0,SPNO,Moderate
20047,37.90607086329429,-99.36076732917996,2817.0,95.0,53.1,24.8,SPNO,High
20049,37.4560259,-96.2446421,2464.0,25.0,53.1,11.7,SPNO,Moderate
20051,38.887163219106334,-99.32825103807411,28870.0,95.0,53.1,16.0,SPNO,High
20053,38.7364333379359,-98.28128050232485,6366.0,95.0,53.1,6.6,SPNO,High
20055,37.9892003928265,-100.8495793739533,38001.0,95.0,53.1,46.4,SPNO,High
20057,37.749999403568395,-100.00097471980781,34133.0,95.0,53.1,45.5,SPNO,High
20059,38.59674168183812,-95.27378003107641,25994.0,25.0,53.1,28.7,SPNO,Moderate
20061,39.04121860135117,-96.83502271814737,35895.0,75.0,53.1,51.1,SPNO,Elevated
20063,38.9172385,-100.4873598,2796.0,95.0,53.1,6.3,SPNO,High
20065,39.3549716,-99.8798939,2406.0,95.0,53.1,3.0,SPNO,High
20067,37.56700591368754,-101.33896975885501,7284.0,95.0,53.1,21.3,SPNO,High
20069,37.783417852721215,-100.43218848836025,5696.0,95.0,53.1,15.8,SPNO,High
20071,38.4804041,-101.8059697,1296.0,95.0,53.1,3.1,SPNO,High
20073,37.856082389926115,-96.24918091601747,5956.0,25.0,53.1,12.4,SPNO,Moderate
20075,37.9952438,-101.7936887,2485.0,95.0,53.1,4.5,SPNO,High
20077,37.20058262860815,-98.01874142159386,5446.0,75.0,53.1,37.9,SPNO,Elevated
20079,38.041022851187066,-97.3971312558348,33823.0,50.0,53.1,40.4,SPNO,Elevated
20081,37.554979,-100.8799515,3695.0,95.0,53.1,21.7,SPNO,High
20083,38.0874927,-99.8984067,1676.0,95.0,53.1,3.7,SPNO,High
20085,39.43666060955035,-95.75668788864954,13277.0,25.0,53.1,19.8,SPNO,Moderate
20087,39.219148718829864,-95.39324664950247,18391.0,25.0,53.1,11.0,SPNO,Moderate
20089,39.7770053,-98.2226185,2909.0,75.0,53.1,5.3,SPNO,Elevated
20091,38.92435822737571,-94.7416414817647,614764.0,5.0,53.1,32.3,SPNO,Moderate
20093,37.9944614,-101.3081363,3910.0,95.0,53.1,8.5,SPNO,High
20095,37.59800795409116,-98.09817260476387,7284.0,50.0,53.1,19.5,SPNO,Elevated
20097,37.5612311,-99.2865389,2422.0,50.0,53.1,14.6,SPNO,Elevated
20099,37.26727730591006,-95.26042064927564,19949.0,5.0,53.1,40.3,SPNO,Moderate
20101,38.4812863,-100.4661853,1497.0,50.0,53.1,2.6,SPNO,Elevated
20103,39.232360249687844,-94.96586382077871,82493.0,25.0,53.1,33.4,SPNO,Moderate
20105,39.0472801,-98.21428370000001,2924.0,95.0,53.1,6.2,SPNO,High
20107,38.22448947981076,-94.81180927002981,9723.0,25.0,53.1,9.3,SPNO,Moderate
20109,38.9132702,-101.1574016,2720.0,95.0,53.1,25.6,SPNO,High
20111,38.41561908175143,-96.18622403311556,32145.0,5.0,53.1,45.1,SPNO,Elevated
20113,38.39337906148027,-97.6462963410156,30130.0,50.0,53.1,25.8,SPNO,Elevated
20115,38.33313554501908,-97.11350552772362,11795.0,5.0,53.1,16.4,SPNO,Moderate
20117,39.79597780111989,-96.5781323249575,10001.0,95.0,53.1,21.7,SPNO,High
20119,37.26202537612054,-100.35885043717397,3949.0,95.0,53.1,18.1,SPNO,High
20121,38.580162273750176,-94.83512640449095,34625.0,25.0,53.1,11.0,SPNO,Moderate
